FILE NAME,SITE NAME,SITE CODE,COUNTRY,CONTRIBUTOR (ABBREVIATED),CONTRIBUTOR (FULL),CONTRIBUTOR WEBSITE,CONTRIBUTOR CONTACT,ORGINATOR,ORIGINATOR WEBSITE,ORIGINATOR CONTACT,LATITUDE,LONGITUDE,COORDINATE SYSTEM,START DATE/TIME,END DATE/TIME,NUMBER OF YEARS,TIME ZONE HOURS,DATUM INFORMATION,INSTRUMENT,PRECISION,NULL VALUE,GAUGE TYPE,OVERALL RECORD QUALITY
adak_alaska-040a-usa-uhslc_rq,Adak_Alaska,040A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  51.86300000,-176.63200000,Unspecified,1950/03/17 01:00:00,2021/12/31 23:00:00,72,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
port_san_luis_ca-565a-usa-uhslc_rq,Port_San_Luis_CA,565A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  35.17700000,-120.76000000,Unspecified,1948/01/01 08:00:00,2021/12/31 23:00:00,71,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
wake-051a-usa-uhslc_rq,Wake,051A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  19.28300000, 166.61700000,Unspecified,1950/05/30 12:00:00,2021/12/31 23:00:00,71,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
valparaiso-081a-chl-uhslc_rq,Valparaiso,081A,CHL,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Servicio Hidrografico y Oceanografico de la Armada (SHOA)  CHL ,"Unspecified",Unspecified, -33.02700000, -71.62700000,Unspecified,1944/01/02 04:00:00,2018/12/31 23:00:00,70,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
la_libertad-091a-ecu-uhslc_rq,La_Libertad,091A,ECU,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Instituto Oceanografico de la Armada  Ecuador in collaboration with University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified,  -2.20000000, -80.91700000,Unspecified,1949/09/01 05:00:00,2018/12/31 23:00:00,70,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
wakkanai-360a-jpn-uhslc_rq,Wakkanai,360A,JPN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  45.40000000, 141.68300000,Unspecified,1954/12/31 15:00:00,2023/12/31 14:00:00,70,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
rockport_tx-769a-usa-uhslc_rq,Rockport_TX,769A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  28.02200000, -97.04700000,Unspecified,1937/03/01 06:00:00,2021/12/31 23:00:00,69,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
johnston-052a-usa-uhslc_rq,Johnston,052A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified,  16.73800000,-169.53000000,Unspecified,1947/05/01 11:00:00,2018/12/31 23:00:00,69,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
hakodate-364a-jpn-uhslc_rq,Hakodate,364A,JPN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  41.78300000, 140.71700000,Unspecified,1955/04/04 05:00:00,2023/12/31 14:00:00,69,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
abashiri-347a-jpn-uhslc_rq,Abashiri,347A,JPN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Oceanographic Data Center  Japan ,"Unspecified",Unspecified,  44.01700000, 144.28300000,Unspecified,1955/12/06 02:00:00,2023/12/31 14:00:00,69,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
tumaco-303a-col-uhslc_rq,Tumaco,303A,COL,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Instituto de Hidrologia  Meteorologia y Estudios Ambientales  Ministerio de Medio Ambiente  Colombia ,"Unspecified",Unspecified,   1.81700000, -78.73000000,Unspecified,1951/11/01 05:00:00,2018/12/31 23:00:00,68,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
nawiliwili-058a-usa-uhslc_rq,Nawiliwili,058A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA,"Unspecified",Unspecified,  21.96700000,-159.35000000,Unspecified,1954/12/01 14:00:00,2021/12/31 23:00:00,68,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
maisaka-356a-jpn-uhslc_rq,Maisaka,356A,JPN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  34.68300000, 137.61700000,Unspecified,1958/01/26 04:00:00,2023/12/31 14:00:00,66,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
fernandina_beach-240a-usa-uhslc_rq,Fernandina_Beach,240A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  30.67200000, -81.46700000,Unspecified,1897/05/08 06:00:00,2021/12/31 23:00:00,65,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
taranaki-076a-nzl-uhslc_rq,Taranaki,076A,NZL,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Land Information New Zealand  New Zealand ,"Unspecified",Unspecified, -39.05000000, 174.03300000,Unspecified,1955/12/02 02:00:00,2019/12/31 11:00:00,65,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
woods_hole_ma-742a-usa-uhslc_rq,Woods_Hole_MA,742A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  41.52300000, -70.67200000,Unspecified,1957/01/01 05:00:00,2021/12/31 23:00:00,64,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
nagasaki-362a-jpn-uhslc_rq,Nagasaki,362A,JPN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  32.73300000, 129.86700000,Unspecified,1960/12/31 15:00:00,2023/12/31 14:00:00,64,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
magueyes_island_pr-246a-usa-uhslc_rq,Magueyes_Island_PR,246A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  17.97200000, -67.04700000,Unspecified,1954/12/04 04:00:00,2021/12/31 23:00:00,63,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
buenaventura-085a-col-uhslc_rq,Buenaventura,085A,COL,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Instituto de Hidrologia  Meteorologia y Estudios Ambientales  Ministerio de Medio Ambiente  Colombia ,"Unspecified",Unspecified,   3.89000000, -77.06200000,Unspecified,1953/05/12 00:00:00,2014/12/31 23:00:00,62,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
naze-359a-jpn-uhslc_rq,Naze,359A,JPN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Oceanographic Data Center  Japan ,"Unspecified",Unspecified,  28.40000000, 129.49800000,Unspecified,1957/04/08 15:00:00,2018/12/31 14:00:00,61,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
yakutat_ak-570a-usa-uhslc_rq,Yakutat_AK,570A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  59.54800000,-139.73500000,Unspecified,1961/01/01 09:00:00,2021/12/31 23:00:00,61,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
ofunato-351a-jpn-uhslc_rq,Ofunato,351A,JPN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  39.01700000, 141.75000000,Unspecified,1963/07/31 15:00:00,2023/12/31 14:00:00,61,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,Possible datum issues
mokuoloe-061a-usa-uhslc_rq,Mokuoloe,061A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  21.43300000,-157.80000000,Unspecified,1957/05/01 10:00:00,2021/12/31 23:00:00,58,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
lerwick-293a-gbr-uhslc_rq,Lerwick,293A,GBR,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Oceanography Centre (NOC)  United Kingdom ,"Unspecified",Unspecified,  60.15500000,  -1.14000000,Unspecified,1959/01/01 00:00:00,2016/11/27 03:00:00,58,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
churchill-274a-can-uhslc_rq,Churchill,274A,CAN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Marine Environmental Data Service  Department of Fisheries and Oceans  Canada ,"Unspecified",Unspecified,  58.76700000, -94.18300000,Unspecified,1961/11/01 07:00:00,2018/12/31 23:00:00,58,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
naha-355a-jpn-uhslc_rq,Naha,355A,JPN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  26.21700000, 127.66700000,Unspecified,1966/12/31 15:00:00,2023/12/31 14:00:00,58,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
buenos_aires-285a-arg-uhslc_rq,Buenos_Aires,285A,ARG,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified, -34.66700000, -58.50000000,Unspecified,1905/01/01 04:00:00,1961/12/31 23:00:00,57,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
naples_fl-757a-usa-uhslc_rq,Naples_FL,757A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  26.13000000, -81.80700000,Unspecified,1965/03/04 05:00:00,2021/12/31 23:00:00,57,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
nantucket_ma-743a-usa-uhslc_rq,Nantucket_MA,743A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  41.28500000, -70.09700000,Unspecified,1965/02/01 05:00:00,2021/12/31 23:00:00,57,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
toyama-349a-jpn-uhslc_rq,Toyama,349A,JPN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Oceanographic Data Center  Japan ,"Unspecified",Unspecified,  36.76700000, 137.23300000,Unspecified,1967/04/30 15:00:00,2023/12/31 14:00:00,57,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
ishigaki-365a-jpn-uhslc_rq,Ishigaki,365A,JPN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,"Unspecified",Unspecified,  24.33300000, 124.15000000,Unspecified,1968/12/31 15:00:00,2023/12/31 14:00:00,56,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
vardo-805a-nor-uhslc_rq,Vardo,805A,NOR,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Norwegian Hydrographic Services (NHS)  Norway ,"Unspecified",Unspecified,  70.33300000,  31.10000000,Unspecified,1947/09/10 23:00:00,2018/12/31 04:00:00,55,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
cordova_alaska-583b-usa-uhslc_rq,Cordova_Alaska,583B,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  60.55800000,-145.75300000,Unspecified,1964/05/01 10:00:00,2022/12/31 23:00:00,55,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
miyakejima-357a-jpn-uhslc_rq,Miyakejima,357A,JPN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Oceanographic Data Center  Japan ,"Unspecified",Unspecified,  34.06700000, 139.48200000,Unspecified,1964/01/31 15:00:00,2018/12/31 14:00:00,55,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,Possible datum issues
galveston_ppier-767a-usa-uhslc_rq,Galveston_PPier,767A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  29.28700000, -94.79000000,Unspecified,1957/08/21 06:00:00,2011/07/20 17:00:00,55,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
cape_may_nj-746a-usa-uhslc_rq,Cape_May_NJ,746A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  38.96800000, -74.96000000,Unspecified,1965/11/21 05:00:00,2021/12/31 23:00:00,55,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
fort_denison-333a-aus-uhslc_rq,Fort_Denison,333A,AUS,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia,"Unspecified",Unspecified, -33.85500000, 151.22700000,Unspecified,1965/01/01 01:00:00,2021/12/31 23:00:00,55,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
south_beach_or-592a-usa-uhslc_rq,South_Beach_OR,592A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  44.62500000,-124.04300000,Unspecified,1967/02/01 08:00:00,2021/12/31 23:00:00,55,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
simons_town-221a-zaf-uhslc_rq,Simons_Town,221A,ZAF,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, South Africa Navy Hydrographic Office (SANHO)  South Africa ,"Unspecified",Unspecified, -34.18300000,  18.43300000,Unspecified,1959/04/24 00:00:00,2018/12/31 21:00:00,54,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
nishinoomote-363a-jpn-uhslc_rq,Nishinoomote,363A,JPN,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Japan Oceanographic Data Center  Japan ,"Unspecified",Unspecified,  30.73500000, 130.99200000,Unspecified,1965/04/21 10:00:00,2018/12/31 14:00:00,54,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
port_nolloth-701a-zaf-uhslc_rq,Port_Nolloth,701A,ZAF,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, South Africa Navy Hydrographic Office (SANHO)  South Africa ,"Unspecified",Unspecified, -29.25000000,  16.86700000,Unspecified,1958/01/03 08:00:00,2016/06/03 09:00:00,53,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
cananeia-281a-bra-uhslc_rq,Cananeia,281A,BRA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Instituto Oceanografo  Universidade de Sao Paulo (USP)  Cidade Universitaria  Brazil ,"Unspecified",Unspecified, -25.01700000, -47.92500000,Unspecified,1954/02/26 03:00:00,2006/12/31 23:00:00,53,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
seward_ak-560c-usa-uhslc_rq,Seward_AK,560C,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  60.12000000,-149.42700000,Unspecified,1967/01/01 10:00:00,2021/12/31 23:00:00,52,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
noumea-019a-fra-uhslc_rq,Noumea,019A,FRA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA in collaboration with Service Hydrographique et Oceanographique de la Marine (SHOM)  France ,"Unspecified",Unspecified, -22.24200000, 166.41700000,Unspecified,1967/02/24 13:00:00,2018/12/31 23:00:00,52,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
sand_point_ak-574a-usa-uhslc_rq,Sand_Point_AK,574A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  55.33700000,-160.50200000,Unspecified,1972/09/10 10:00:00,2022/12/31 23:00:00,51,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
mossel_bay-185a-zaf-uhslc_rq,Mossel_Bay,185A,ZAF,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, South Africa Navy Hydrographic Office (SANHO)  South Africa ,"Unspecified",Unspecified, -34.18300000,  22.13300000,Unspecified,1964/01/01 00:00:00,2016/12/31 21:00:00,50,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
ilha_fiscal_rj-280a-bra-uhslc_rq,Ilha_Fiscal_RJ,280A,BRA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Directoria de Hidrografia e Navegacao  Banco Nacional de Dados Oceangraficos  Brazil ,"Unspecified",Unspecified, -22.89700000, -43.16500000,Unspecified,1963/02/02 03:00:00,2013/12/31 23:00:00,50,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
rorvik-803a-nor-uhslc_rq,Rorvik,803A,NOR,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, Norwegian Hydrographic Services (NHS)  Norway ,"Unspecified",Unspecified,  64.86700000,  11.25000000,Unspecified,1969/08/18 23:00:00,2018/12/31 23:00:00,50,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
malakal-007b-plw-uhslc_rq,Malakal,007B,PLW,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified,   7.33000000, 134.46300000,Unspecified,1969/05/18 15:00:00,2018/12/31 23:00:00,50,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
rikitea-016a-fra-uhslc_rq,Rikitea,016A,FRA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,"Unspecified",Unspecified, -23.12500000,-134.95300000,Unspecified,1969/10/05 09:00:00,2018/12/31 23:00:00,50,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
charleston_or-575a-usa-uhslc_rq,Charleston_OR,575A,USA,UHSLC_RQ,University of Hawaii Sea Level Center,"https://uhslc.soest.hawaii.edu",philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,"Unspecified",Unspecified,  43.34500000,-124.32200000,Unspecified,1970/03/06 08:00:00,2021/12/31 23:00:00,50,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
